Geographic Area,Geographic Name,Gender,Age,Year,Time Period,Time Period Dates,Rate of Neonatal Hospital Stays with Withdrawal Symptoms or Maternal Substance Exposure,Type of Rate,Number of Neonatal Hospital Stays with Withdrawal Symptoms or Maternal Substance Exposure,Number of Neonatal Hospital Stays with Withdrawal Symptoms or Maternal Substance Exposure Notes,Number of Neonatal Hospital Stays with Withdrawal Symptoms or Maternal Substance Exposure Description,Total Number of Birth Hospitalizations,Total Number of Birth Hospitalizations Notes,Total Number of Birth Hospitalizations Description,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude,Georeferenced Latitude/Longitude
County,Huntingdon,All,<1 month,2017,2017 Annual,1/1/2017-12/31/2017,46.78,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",16,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),342,,Live births in hospitals,31,31,42,061,"(40.4161050032, -77.9827661036)",POINT (-77.9827661036 40.4161050032)
County,Somerset,All,<1 month,2017,2017 Q3,7/1/2017-9/30/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),158,,Live births in hospitals,56,56,42,111,"(39.9714629901, -79.0310020611)",POINT (-79.0310020611 39.9714629901)
County,Dauphin,All,<1 month,2017,2017 Q1,1/1/2017-3/31/2017,23.20,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",18,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),776,,Live births in hospitals,22,22,42,043,"(40.4197463597, -76.7796056802)",POINT (-76.7796056802 40.4197463597)
County,Mercer,All,<1 month,2016,2016 Q4,10/1/2016-12/31/2016,62.73,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",17,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),271,,Live births in hospitals,43,43,42,085,"(41.302377765, -80.2600941079)",POINT (-80.26009410790002 41.302377765)
County,Clarion,All,<1 month,2017,2017 Annual,1/1/2017-12/31/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),363,,Live births in hospitals,16,16,42,031,"(41.1927912877, -79.4248360769)",POINT (-79.4248360769 41.1927912877)
County,York,All,<1 month,2016,2016 Q3,7/1/2016-9/30/2016,19.93,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",24,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),1204,,Live births in hospitals,67,67,42,133,"(39.9219253124, -76.7257605231)",POINT (-76.7257605231 39.9219253124)
County,Westmoreland,All,<1 month,2017,2017 Q2,4/1/2017-6/30/2017,33.01,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",24,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),727,,Live births in hospitals,65,65,42,129,"(40.3103149985, -79.471341176)",POINT (-79.471341176 40.3103149985)
County,Snyder,All,<1 month,2017,2017 Q4,10/1/2017-12/31/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),80,,Live births in hospitals,55,55,42,109,"(40.7711373692, -77.0725596804)",POINT (-77.0725596804 40.7711373692)
County,Elk,All,<1 month,2017,2017 Q3,7/1/2017-9/30/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),62,,Live births in hospitals,24,24,42,047,"(41.4281941606, -78.6494771322)",POINT (-78.6494771322 41.4281941606)
County,Union,All,<1 month,2016,2016 Annual,1/1/2016-12/31/2016,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),355,,Live births in hospitals,60,60,42,119,"(40.9647313096, -77.0641580308)",POINT (-77.0641580308 40.9647313096)
County,Philadelphia,All,<1 month,2016,2016 Q2,4/1/2016-6/30/2016,26.70,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",139,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),5206,,Live births in hospitals,51,51,42,101,"(40.0044435384, -75.140236002)",POINT (-75.140236002 40.0044435384)
County,Armstrong,All,<1 month,2017,2017 Q1,1/1/2017-3/31/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),110,,Live births in hospitals,3,03,42,005,"(40.8150952555, -79.4731689893)",POINT (-79.4731689893 40.8150952555)
County,Venango,All,<1 month,2017,2017 Q3,7/1/2017-9/30/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),130,,Live births in hospitals,61,61,42,121,"(41.4034125863, -79.7628656104)",POINT (-79.7628656104 41.4034125863)
County,Lancaster,All,<1 month,2017,2017 Q2,4/1/2017-6/30/2017,16.45,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",24,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),1459,,Live births in hospitals,36,36,42,071,"(40.0459079619, -76.2513876838)",POINT (-76.2513876838 40.0459079619)
County,Pike,All,<1 month,2016,2016 Q3,7/1/2016-9/30/2016,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),82,,Live births in hospitals,52,52,42,103,"(41.332571995, -75.0327092448)",POINT (-75.0327092448 41.332571995)
County,Armstrong,All,<1 month,2016,2016 Q3,7/1/2016-9/30/2016,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),165,,Live births in hospitals,3,03,42,005,"(40.8150952555, -79.4731689893)",POINT (-79.4731689893 40.8150952555)
County,Montgomery,All,<1 month,2016,2016 Q1,1/1/2016-3/31/2016,14.54,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",30,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),2063,,Live births in hospitals,46,46,42,091,"(40.209898739, -75.3725200072)",POINT (-75.3725200072 40.209898739)
County,Jefferson,All,<1 month,2017,2017 Q3,7/1/2017-9/30/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),107,,Live births in hospitals,33,33,42,065,"(41.1313909115, -79.0010181419)",POINT (-79.0010181419 41.1313909115)
County,Westmoreland,All,<1 month,2017,2017 Q3,7/1/2017-9/30/2017,29.00,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",25,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),862,,Live births in hospitals,65,65,42,129,"(40.3103149985, -79.471341176)",POINT (-79.471341176 40.3103149985)
County,Clinton,All,<1 month,2017,2017 Q4,10/1/2017-12/31/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),92,,Live births in hospitals,18,18,42,035,"(41.2328627374, -77.6428376046)",POINT (-77.6428376046 41.2328627374)
County,Susquehanna,All,<1 month,2017,2017 Annual,1/1/2017-12/31/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),284,,Live births in hospitals,58,58,42,115,"(41.8205685982, -75.8025030296)",POINT (-75.8025030296 41.8205685982)
County,Venango,All,<1 month,2016,2016 Q1,1/1/2016-3/31/2016,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),102,,Live births in hospitals,61,61,42,121,"(41.4034125863, -79.7628656104)",POINT (-79.7628656104 41.4034125863)
County,Bradford,All,<1 month,2017,2017 Annual,1/1/2017-12/31/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),523,,Live births in hospitals,8,08,42,015,"(41.7911781401, -76.5182562384)",POINT (-76.5182562384 41.7911781401)
County,Carbon,All,<1 month,2016,2016 Annual,1/1/2016-12/31/2016,49.49,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",29,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),586,,Live births in hospitals,13,13,42,025,"(40.9193670081, -75.7110703866)",POINT (-75.7110703866 40.9193670081)
